practiceoutput_id,output_id,practice_id,,,,,,,,,,
1,1,"""EDM01.01""",,,"""All EDM""","""APO01.01""","""APO01.03""","""APO01.04""","""All EDM""","""EDM01.01""",,
2,1,"""EDM01.02""",,,,,,,,"""EDM01.02""",,
3,1,"""EDM01.03""",,,,,,,,"""EDM01.03""",,
4,1,"""EDM02.01""",,,,,,,,"""EDM02.01""",,
5,1,"""EDM02.02""",,,,,,,,"""EDM02.02""",,
6,1,"""EDM02.03""",,,,,,,,"""EDM02.03""",,
7,1,"""EDM02.04""",,,,,,,,"""EDM02.04""",,
8,1,"""EDM03.01""",,,,,,,,"""EDM03.01""",,
9,1,"""EDM03.02""",,,,,,,,"""EDM03.02""",,
10,1,"""EDM03.03""",,,,,,,,"""EDM03.03""",,
11,1,"""EDM04.01""",,,,,,,,"""EDM04.01""",,
12,1,"""EDM04.02""",,,,,,,,"""EDM04.02""",,
13,1,"""EDM04.03""",,,,,,,,"""EDM04.03""",,
14,1,"""EDM05.01""",,,,,,,,"""EDM05.01""",,
15,1,"""EDM05.02""",,,,,,,,"""EDM05.02""",,
16,1,"""EDM05.03""",,,,,,,,"""EDM05.03""",,
17,1,"""APO01.01""",,,,,,,,"""APO01.01""",,
18,1,"""APO01.03""",,,,,,,,"""APO01.03""",,
19,1,"""APO01.04""",,,,,,,,"""APO01.04""",,
20,2,"""EDM01.01""",,,"""All EDM""","""APO01.01""","""APO01.04""",,"""APO01.01""","""EDM01.01""",,"""EDM01.01"""
21,2,"""EDM01.02""",,,,,,,,"""EDM01.02""",,"""EDM01.02"""
22,2,"""EDM01.03""",,,,,,,,"""EDM01.03""",,"""EDM01.03"""
23,2,"""EDM02.01""",,,,,,,,"""EDM02.01""",,"""EDM02.01"""
24,2,"""EDM02.02""",,,,,,,,"""EDM02.02""",,"""EDM02.02"""
25,2,"""EDM02.03""",,,,,,,,"""EDM02.03""",,"""EDM02.03"""
26,2,"""EDM02.04""",,,,,,,,"""EDM02.04""",,"""EDM02.04"""
27,2,"""EDM03.01""",,,,,,,,"""EDM03.01""",,"""EDM03.01"""
28,2,"""EDM03.02""",,,,,,,,"""EDM03.02""",,"""EDM03.02"""
29,2,"""EDM03.03""",,,,,,,,"""EDM03.03""",,"""EDM03.03"""
30,2,"""EDM04.01""",,,,,,,,"""EDM04.01""",,"""EDM04.01"""
31,2,"""EDM04.02""",,,,,,,,"""EDM04.02""",,"""EDM04.02"""
32,2,"""EDM04.03""",,,,,,,,"""EDM04.03""",,"""EDM04.03"""
33,2,"""EDM05.01""",,,,,,,,"""EDM05.01""",,"""EDM05.01"""
34,2,"""EDM05.02""",,,,,,,,"""EDM05.02""",,"""EDM05.02"""
35,2,"""EDM05.03""",,,,,,,,"""EDM05.03""",,"""EDM05.03"""
36,2,"""APO01.01""",,,,,,,,"""APO01.01""",,
37,2,"""APO01.04""",,,,,,,,"""APO01.04""",,
38,3,"""EDM01.01""",,,"""All EDM""","""APO01.05""",,,,"""EDM01.01""",,
39,3,"""EDM01.02""",,,,,,,,,,
40,3,"""EDM01.03""",,,,,,,,,,
41,3,"""EDM02.01""",,,,,,,,,,
42,3,"""EDM02.02""",,,,,,,,,,
43,3,"""EDM02.03""",,,,,,,,,,
44,3,"""EDM02.04""",,,,,,,,,,
45,3,"""EDM03.01""",,,,,,,,,,
46,3,"""EDM03.02""",,,,,,,,,,
47,3,"""EDM03.03""",,,,,,,,,,
48,3,"""EDM04.01""",,,,,,,,,,
49,3,"""EDM04.02""",,,,,,,,,,
50,3,"""EDM04.03""",,,,,,,,,,
51,3,"""EDM05.01""",,,,,,,,,,
52,3,"""EDM05.02""",,,,,,,,,,
53,3,"""EDM05.03""",,,,,,,,,,
54,3,"""APO01.05""",,,,,,,,,,
55,4,"""EDM01.01""",,,"""All EDM""","""APO01.02""",,,,"""EDM01.01""",,
56,4,"""EDM01.02""",,,,,,,,"""EDM01.02""",,
57,4,"""EDM01.03""",,,,,,,,"""EDM01.03""",,
58,4,"""EDM02.01""",,,,,,,,"""EDM02.01""",,
59,4,"""EDM02.02""",,,,,,,,"""EDM02.02""",,
60,4,"""EDM02.03""",,,,,,,,"""EDM02.03""",,
61,4,"""EDM02.04""",,,,,,,,"""EDM02.04""",,
62,4,"""EDM03.01""",,,,,,,,"""EDM03.01""",,
63,4,"""EDM03.02""",,,,,,,,"""EDM03.02""",,
64,4,"""EDM03.03""",,,,,,,,"""EDM03.03""",,
65,4,"""EDM04.01""",,,,,,,,"""EDM04.01""",,
66,4,"""EDM04.02""",,,,,,,,"""EDM04.02""",,
67,4,"""EDM04.03""",,,,,,,,"""EDM04.03""",,
68,4,"""EDM05.01""",,,,,,,,"""EDM05.01""",,
69,4,"""EDM05.02""",,,,,,,,"""EDM05.02""",,
70,4,"""EDM05.03""",,,,,,,,"""EDM05.03""",,
71,4,"""APO01.02""",,,,,,,,"""APO01.02""",,
72,5,"""APO07.03""",,,"""APO07.03""","""APO07.04""",,,,"""APO07.03""",,
73,5,"""APO07.04""",,,,,,,,"""APO07.04""",,
74,6,"""EDM01.01""",,,"""All EDM""","""APO01.11""",,,,"""EDM01.01""",,
75,6,"""EDM01.02""",,,,,,,,"""EDM01.02""",,
76,6,"""EDM01.03""",,,,,,,,"""EDM01.03""",,
77,6,"""EDM02.01""",,,,,,,,"""EDM02.01""",,
78,6,"""EDM02.02""",,,,,,,,"""EDM02.02""",,
79,6,"""EDM02.03""",,,,,,,,"""EDM02.03""",,
80,6,"""EDM02.04""",,,,,,,,"""EDM02.04""",,
81,6,"""EDM03.01""",,,,,,,,"""EDM03.01""",,
82,6,"""EDM03.02""",,,,,,,,"""EDM03.02""",,
83,6,"""EDM03.03""",,,,,,,,"""EDM03.03""",,
84,6,"""EDM04.01""",,,,,,,,"""EDM04.01""",,
85,6,"""EDM04.02""",,,,,,,,"""EDM04.02""",,
86,6,"""EDM04.03""",,,,,,,,"""EDM04.03""",,
87,6,"""EDM05.01""",,,,,,,,"""EDM05.01""",,
88,6,"""EDM05.02""",,,,,,,,"""EDM05.02""",,
89,6,"""EDM05.03""",,,,,,,,"""EDM05.03""",,
90,6,"""APO01.11""",,,,,,,,"""APO01.11""",,
91,7,"""APO02.05""",,,"""APO02.05""",,,,,,,
92,8,"""Internal""",,,"""Internal""",,,,,,,
93,9,"""Internal""",,,"""Internal""","""EDM02.03""",,,,,,
94,9,"""EDM02.03""",,,,,,,,,,
95,10,"""APO02.04""",,,"""APO02.04""","""APO05.02""",,,,,,
96,10,"""APO05.02""",,,,,,,,,,
97,11,"""APO05.02""",,,"""APO05.02""","""APO05.03""","""APO06.02""",,,,,
98,11,"""APO05.03""",,,,,,,,,,
99,11,"""APO06.02""",,,,,,,,,,
100,12,"""BAI01.01""",,,"""BAI01.01""","""BAI11.01""",,,,,,
101,12,"""BAI11.01""",,,,,,,,,,
102,13,"""EDM02.01""",,,"""EDM02.01""","""APO05.02""",,,,,,
103,13,"""APO05.02""",,,,,,,,,,
104,14,"""APO05.03""",,,"""APO05.03""","""APO06.02""","""BAI01.01""","""BAI11.01""","""EDM05.01""",,,
105,14,"""APO06.02""",,,,,,,,,,
106,14,"""BAI01.01""",,,,,,,,,,
107,14,"""BAI11.01""",,,,,,,,,,
108,14,"""EDM05.01""",,,,,,,,,,
109,15,"""APO05.03""",,,"""APO05.03""","""APO06.05""","""BAI01.06""",,,,,
110,15,"""APO06.05""",,,,,,,,,,
111,15,"""BAI01.06""",,,,,,,,,,
112,16,"""APO04.01""",,,"""APO04.01""","""APO12.03""",,,,,,
113,16,"""APO12.03""",,,,,,,,,,
114,17,"""APO12.01""",,,"""APO12.01""",,,,,,,
115,18,"""APO12.03""",,,"""APO12.03""",,,,,,,
116,19,"""APO12.01""",,,"""APO12.01""",,,,,,,
117,20,"""APO12.01""",,,"""APO12.01""",,,,,,,
118,21,"""APO12.01""",,,"""APO12.01""",,,,,,,
119,22,"""APO12.06""",,,"""APO12.06""",,,,,,,
120,23,"""EDM05.01""",,,"""EDM05.01""",,,,,,,
121,24,"""APO002.01""",,,"""APO002.01""","""APO007.01""","""BAI03.11""",,,,,
122,24,"""APO007.01""",,,,,,,,,,
123,24,"""BAI03.11""",,,,,,,,,,
124,25,"""APO002.05""",,,"""APO002.05""","""APO007.01""","""APO009.02""",,,,,
125,25,"""APO007.01""",,,,,,,,,,
126,25,"""APO009.02""",,,,,,,,,,
127,26,"""APO003.01""",,,"""APO003.01""",,,,,,,
128,27,"""APO001.02""",,,"""APO001.02""",,,,,,,
129,28,"""APO001.05""",,,"""APO001.05""","""DSS06.03""",,,,,,
130,28,"""DSS06.03""",,,,,,,,,,
131,29,"""APO002.06""",,,"""APO002.06""","""APO007.05""","""APO009.02""",,,,,
132,29,"""APO007.05""",,,,,,,,,,
133,29,"""APO009.02""",,,,,,,,,,
134,30,"""APO002.05""",,,"""APO002.05""","""APO007.01""","""APO007.03""","""APO009.04""",,,,
135,30,"""APO007.01""",,,,,,,,,,
136,30,"""APO007.03""",,,,,,,,,,
137,30,"""APO009.04""",,,,,,,,,,
138,31,"""EDM05.01""",,,"""EDM05.01""","""APO002.02""","""APO007.05""","""APO009.05""",,,,
139,31,"""APO002.02""",,,,,,,,,,
140,31,"""APO007.05""",,,,,,,,,,
141,31,"""APO009.05""",,,,,,,,,,
142,32,"""MEA01.01""",,,"""MEA01.01""",,,,,,,
143,33,"""MEA01.01""",,,"""MEA01.01""",,,,,,,
144,34,"""MEA01.01""",,,"""MEA01.01""","""MEA03.04""",,,,,,
145,34,"""MEA03.04""",,,,,,,,,,
146,35,"""MEA01.05""",,,"""MEA01.05""",,,,,,,
147,36,"""MEA01.01""",,,"""MEA01.01""","""MEA03.04""",,,,,,
148,36,"""MEA03.04""",,,,,,,,,,